time (ps), velocity (Å/ps)
15414000000.000000,-0.000003
15415000000.000000,-0.000002
15416000000.000000,-0.000002
15417000000.000000,-0.000002
15418000000.000000,-0.000001
15419000000.000000,-0.000002
15420000000.000000,-0.000001
15421000000.000000,-0.000001
15422000000.000000,-0.000002
15423000000.000000,-0.000002
15424000000.000000,-0.000001
15425000000.000000,-0.000000
15426000000.000000,-0.000000
15427000000.000000,0.000000
15428000000.000000,0.000001
15429000000.000000,0.000001
15430000000.000000,0.000001
15431000000.000000,0.000001
15432000000.000000,0.000001
15433000000.000000,0.000000
15434000000.000000,0.000001
15435000000.000000,-0.000000
15436000000.000000,-0.000000
15437000000.000000,0.000000
15438000000.000000,0.000001
15439000000.000000,0.000000
15440000000.000000,0.000001
15441000000.000000,0.000000
15442000000.000000,0.000000
15443000000.000000,0.000000
15444000000.000000,-0.000000
15445000000.000000,-0.000000
15446000000.000000,-0.000001
15447000000.000000,-0.000000
15448000000.000000,-0.000000
15449000000.000000,-0.000001
15450000000.000000,-0.000001
15451000000.000000,0.000000
15452000000.000000,0.000000
15453000000.000000,-0.000000
15454000000.000000,0.000001
15455000000.000000,0.000000
15456000000.000000,0.000001
15457000000.000000,0.000002
15458000000.000000,0.000002
15459000000.000000,0.000002
15460000000.000000,0.000002
15461000000.000000,0.000002
15462000000.000000,0.000001
15463000000.000000,0.000002
15464000000.000000,0.000002
15465000000.000000,0.000003
15466000000.000000,0.000004
15467000000.000000,0.000003
15468000000.000000,0.000002
15469000000.000000,0.000001
15470000000.000000,0.000002
15471000000.000000,0.000001
15472000000.000000,0.000001
15473000000.000000,0.000003
15474000000.000000,0.000002
15475000000.000000,0.000003
15476000000.000000,0.000003
15477000000.000000,0.000002
15478000000.000000,0.000004
15479000000.000000,0.000005
15480000000.000000,0.000005
15481000000.000000,0.000005
15482000000.000000,0.000006
15483000000.000000,0.000005
15484000000.000000,0.000006
15485000000.000000,0.000008
15486000000.000000,0.000007
15487000000.000000,0.000007
15488000000.000000,0.000008
15489000000.000000,0.000007
15490000000.000000,0.000007
15491000000.000000,0.000007
15492000000.000000,0.000006
15493000000.000000,0.000006
15494000000.000000,0.000007
15495000000.000000,0.000006
15496000000.000000,0.000006
15497000000.000000,0.000007
15498000000.000000,0.000007
15499000000.000000,0.000008
15500000000.000000,0.000007
15501000000.000000,0.000007
15502000000.000000,0.000007
15503000000.000000,0.000007
15504000000.000000,0.000007
15505000000.000000,0.000007
15506000000.000000,0.000006
15507000000.000000,0.000007
15508000000.000000,0.000008
15509000000.000000,0.000008
15510000000.000000,0.000009
15511000000.000000,0.000009
15512000000.000000,0.000010
15513000000.000000,0.000009
15514000000.000000,0.000009
15515000000.000000,0.000009
15516000000.000000,0.000009
15517000000.000000,0.000009
15518000000.000000,0.000008
15519000000.000000,0.000008
15520000000.000000,0.000009
15521000000.000000,0.000009
15522000000.000000,0.000009
15523000000.000000,0.000009
15524000000.000000,0.000009
15525000000.000000,0.000009
15526000000.000000,0.000008
15527000000.000000,0.000008
15528000000.000000,0.000008
15529000000.000000,0.000007
15530000000.000000,0.000007
15531000000.000000,0.000005
15532000000.000000,0.000004
15533000000.000000,0.000005
15534000000.000000,0.000005
15535000000.000000,0.000006
15536000000.000000,0.000005
15537000000.000000,0.000004
15538000000.000000,0.000005
15539000000.000000,0.000004
15540000000.000000,0.000003
15541000000.000000,0.000003
15542000000.000000,0.000002
15543000000.000000,0.000001
15544000000.000000,0.000002
15545000000.000000,0.000002
15546000000.000000,0.000002
15547000000.000000,0.000001
15548000000.000000,0.000002
15549000000.000000,0.000002
15550000000.000000,0.000001
15551000000.000000,0.000001
15552000000.000000,0.000001
15553000000.000000,0.000001
15554000000.000000,0.000002
15555000000.000000,0.000001
15556000000.000000,0.000002
15557000000.000000,0.000000
15558000000.000000,0.000001
15559000000.000000,0.000001
15560000000.000000,0.000001
15561000000.000000,0.000000
15562000000.000000,0.000000
15563000000.000000,0.000001
15564000000.000000,0.000002
15565000000.000000,0.000002
15566000000.000000,0.000001
15567000000.000000,0.000001
15568000000.000000,0.000001
15569000000.000000,0.000002
15570000000.000000,0.000002
15571000000.000000,0.000002
15572000000.000000,0.000001
15573000000.000000,0.000001
15574000000.000000,0.000002
15575000000.000000,0.000003
15576000000.000000,0.000002
15577000000.000000,0.000001
15578000000.000000,0.000000
15579000000.000000,0.000001
15580000000.000000,0.000001
15581000000.000000,0.000001
15582000000.000000,0.000000
15583000000.000000,0.000001
15584000000.000000,0.000001
15585000000.000000,0.000001
15586000000.000000,0.000001
15587000000.000000,0.000001
15588000000.000000,0.000002
15589000000.000000,0.000002
15590000000.000000,0.000001
15591000000.000000,0.000002
15592000000.000000,0.000002
15593000000.000000,0.000001
15594000000.000000,0.000001
15595000000.000000,0.000001
15596000000.000000,0.000001
15597000000.000000,0.000001
15598000000.000000,0.000001
15599000000.000000,0.000001
15600000000.000000,0.000001
15601000000.000000,0.000001
15602000000.000000,0.000001
15603000000.000000,0.000001
15604000000.000000,-0.000000
15605000000.000000,0.000001
15606000000.000000,0.000000
15607000000.000000,0.000000
15608000000.000000,0.000000
15609000000.000000,0.000000
15610000000.000000,-0.000000
15611000000.000000,-0.000001
15612000000.000000,-0.000001
15613000000.000000,-0.000001
15614000000.000000,-0.000001
15615000000.000000,-0.000002
15616000000.000000,-0.000001
15617000000.000000,-0.000001
15618000000.000000,-0.000000
15619000000.000000,-0.000000
15620000000.000000,-0.000002
15621000000.000000,-0.000001
15622000000.000000,-0.000002
15623000000.000000,-0.000003
15624000000.000000,-0.000002
15625000000.000000,-0.000002
15626000000.000000,-0.000003
15627000000.000000,-0.000003
15628000000.000000,-0.000003
15629000000.000000,-0.000003
15630000000.000000,-0.000004
15631000000.000000,-0.000004
15632000000.000000,-0.000006
15633000000.000000,-0.000006
15634000000.000000,-0.000007
15635000000.000000,-0.000007
15636000000.000000,-0.000008
15637000000.000000,-0.000007
15638000000.000000,-0.000007
15639000000.000000,-0.000007
15640000000.000000,-0.000008
15641000000.000000,-0.000008
15642000000.000000,-0.000007
15643000000.000000,-0.000007
15644000000.000000,-0.000008
15645000000.000000,-0.000009
15646000000.000000,-0.000009
15647000000.000000,-0.000009
15648000000.000000,-0.000009
15649000000.000000,-0.000009
15650000000.000000,-0.000009
15651000000.000000,-0.000009
15652000000.000000,-0.000008
15653000000.000000,-0.000009
15654000000.000000,-0.000009
15655000000.000000,-0.000009
15656000000.000000,-0.000010
15657000000.000000,-0.000010
15658000000.000000,-0.000010
15659000000.000000,-0.000010
15660000000.000000,-0.000010
15661000000.000000,-0.000010
15662000000.000000,-0.000010
15663000000.000000,-0.000008
15664000000.000000,-0.000009
15665000000.000000,-0.000009
15666000000.000000,-0.000009
15667000000.000000,-0.000007
15668000000.000000,-0.000007
15669000000.000000,-0.000005
15670000000.000000,-0.000005
15671000000.000000,-0.000005
15672000000.000000,-0.000005
15673000000.000000,-0.000005
15674000000.000000,-0.000004
15675000000.000000,-0.000004
15676000000.000000,-0.000005
15677000000.000000,-0.000006
15678000000.000000,-0.000007
15679000000.000000,-0.000007
15680000000.000000,-0.000007
15681000000.000000,-0.000007
15682000000.000000,-0.000008
15683000000.000000,-0.000008
15684000000.000000,-0.000008
15685000000.000000,-0.000008
15686000000.000000,-0.000007
15687000000.000000,-0.000005
15688000000.000000,-0.000005
15689000000.000000,-0.000006
15690000000.000000,-0.000005
15691000000.000000,-0.000006
15692000000.000000,-0.000006
15693000000.000000,-0.000005
15694000000.000000,-0.000006
15695000000.000000,-0.000005
15696000000.000000,-0.000005
15697000000.000000,-0.000005
15698000000.000000,-0.000005
15699000000.000000,-0.000005
15700000000.000000,-0.000005
15701000000.000000,-0.000006
15702000000.000000,-0.000006
15703000000.000000,-0.000006
15704000000.000000,-0.000007
15705000000.000000,-0.000006
15706000000.000000,-0.000006
15707000000.000000,-0.000007
15708000000.000000,-0.000007
15709000000.000000,-0.000007
15710000000.000000,-0.000007
15711000000.000000,-0.000006
15712000000.000000,-0.000006
15713000000.000000,-0.000007
15714000000.000000,-0.000007
15715000000.000000,-0.000007
15716000000.000000,-0.000007
15717000000.000000,-0.000006
15718000000.000000,-0.000006
15719000000.000000,-0.000006
15720000000.000000,-0.000006
15721000000.000000,-0.000007
15722000000.000000,-0.000007
15723000000.000000,-0.000007
15724000000.000000,-0.000007
15725000000.000000,-0.000007
15726000000.000000,-0.000008
15727000000.000000,-0.000008
15728000000.000000,-0.000008
15729000000.000000,-0.000009
15730000000.000000,-0.000008
15731000000.000000,-0.000008
15732000000.000000,-0.000008
15733000000.000000,-0.000009
15734000000.000000,-0.000009
15735000000.000000,-0.000008
15736000000.000000,-0.000008
15737000000.000000,-0.000009
15738000000.000000,-0.000009
15739000000.000000,-0.000008
15740000000.000000,-0.000007
15741000000.000000,-0.000007
15742000000.000000,-0.000007
15743000000.000000,-0.000006
15744000000.000000,-0.000006
15745000000.000000,-0.000007
15746000000.000000,-0.000007
15747000000.000000,-0.000007
15748000000.000000,-0.000007
15749000000.000000,-0.000007
15750000000.000000,-0.000006
15751000000.000000,-0.000007
15752000000.000000,-0.000007
15753000000.000000,-0.000007
15754000000.000000,-0.000007
15755000000.000000,-0.000008
15756000000.000000,-0.000007
15757000000.000000,-0.000007
15758000000.000000,-0.000007
15759000000.000000,-0.000008
15760000000.000000,-0.000008
15761000000.000000,-0.000007
15762000000.000000,-0.000007
15763000000.000000,-0.000006
15764000000.000000,-0.000007
15765000000.000000,-0.000008
15766000000.000000,-0.000008
15767000000.000000,-0.000007
15768000000.000000,-0.000007
15769000000.000000,-0.000006
15770000000.000000,-0.000006
15771000000.000000,-0.000006
15772000000.000000,-0.000007
15773000000.000000,-0.000008
15774000000.000000,-0.000009
15775000000.000000,-0.000008
15776000000.000000,-0.000008
15777000000.000000,-0.000007
15778000000.000000,-0.000006
15779000000.000000,-0.000006
15780000000.000000,-0.000006
15781000000.000000,-0.000007
15782000000.000000,-0.000008
15783000000.000000,-0.000008
15784000000.000000,-0.000008
15785000000.000000,-0.000007
15786000000.000000,-0.000008
15787000000.000000,-0.000009
15788000000.000000,-0.000008
15789000000.000000,-0.000008
15790000000.000000,-0.000007
15791000000.000000,-0.000007
15792000000.000000,-0.000007
15793000000.000000,-0.000006
15794000000.000000,-0.000005
15795000000.000000,-0.000004
15796000000.000000,-0.000003
15797000000.000000,-0.000003
15798000000.000000,-0.000003
15799000000.000000,-0.000003
15800000000.000000,-0.000002
15801000000.000000,-0.000002
15802000000.000000,-0.000002
15803000000.000000,-0.000002
15804000000.000000,-0.000000
15805000000.000000,0.000000
15806000000.000000,-0.000000
15807000000.000000,0.000000
15808000000.000000,0.000001
15809000000.000000,0.000002
15810000000.000000,0.000002
15811000000.000000,0.000003
15812000000.000000,0.000004
15813000000.000000,0.000004
15814000000.000000,0.000005
15815000000.000000,0.000004
15816000000.000000,0.000004
15817000000.000000,0.000004
15818000000.000000,0.000004
15819000000.000000,0.000005
15820000000.000000,0.000007
15821000000.000000,0.000006
15822000000.000000,0.000007
15823000000.000000,0.000007
15824000000.000000,0.000006
15825000000.000000,0.000006
15826000000.000000,0.000007
15827000000.000000,0.000006
15828000000.000000,0.000006
15829000000.000000,0.000006
15830000000.000000,0.000007
15831000000.000000,0.000007
15832000000.000000,0.000008
15833000000.000000,0.000009
15834000000.000000,0.000008
15835000000.000000,0.000008
15836000000.000000,0.000009
15837000000.000000,0.000008
15838000000.000000,0.000008
15839000000.000000,0.000009
15840000000.000000,0.000008
15841000000.000000,0.000009
15842000000.000000,0.000010
15843000000.000000,0.000011
15844000000.000000,0.000011
15845000000.000000,0.000011
15846000000.000000,0.000010
15847000000.000000,0.000010
15848000000.000000,0.000011
15849000000.000000,0.000012
15850000000.000000,0.000012
15851000000.000000,0.000011
15852000000.000000,0.000011
15853000000.000000,0.000011
15854000000.000000,0.000011
15855000000.000000,0.000011
15856000000.000000,0.000011
15857000000.000000,0.000011
15858000000.000000,0.000011
15859000000.000000,0.000012
15860000000.000000,0.000012
15861000000.000000,0.000012
15862000000.000000,0.000011
15863000000.000000,0.000011
15864000000.000000,0.000011
15865000000.000000,0.000012
15866000000.000000,0.000011
15867000000.000000,0.000012
15868000000.000000,0.000012
15869000000.000000,0.000012
15870000000.000000,0.000013
15871000000.000000,0.000012
15872000000.000000,0.000013
15873000000.000000,0.000012
15874000000.000000,0.000012
15875000000.000000,0.000012
15876000000.000000,0.000012
15877000000.000000,0.000012
15878000000.000000,0.000012
15879000000.000000,0.000013
15880000000.000000,0.000012
15881000000.000000,0.000013
15882000000.000000,0.000013
15883000000.000000,0.000012
15884000000.000000,0.000012
15885000000.000000,0.000012
15886000000.000000,0.000012
15887000000.000000,0.000012
15888000000.000000,0.000011
15889000000.000000,0.000010
15890000000.000000,0.000010
15891000000.000000,0.000009
15892000000.000000,0.000010
15893000000.000000,0.000009
15894000000.000000,0.000009
15895000000.000000,0.000009
15896000000.000000,0.000009
15897000000.000000,0.000009
15898000000.000000,0.000009
15899000000.000000,0.000009
15900000000.000000,0.000009
15901000000.000000,0.000008
15902000000.000000,0.000008
15903000000.000000,0.000008
15904000000.000000,0.000006
15905000000.000000,0.000006
15906000000.000000,0.000006
15907000000.000000,0.000004
15908000000.000000,0.000003
15909000000.000000,0.000003
15910000000.000000,0.000003
15911000000.000000,0.000003
15912000000.000000,0.000003
15913000000.000000,0.000003
15914000000.000000,0.000002
15915000000.000000,0.000003
15916000000.000000,0.000002
15917000000.000000,0.000003
15918000000.000000,0.000002
15919000000.000000,0.000002
15920000000.000000,0.000001
15921000000.000000,0.000000
15922000000.000000,-0.000000
15923000000.000000,0.000000
15924000000.000000,0.000001
15925000000.000000,0.000001
15926000000.000000,0.000001
15927000000.000000,0.000000
15928000000.000000,0.000000
15929000000.000000,-0.000001
15930000000.000000,-0.000001
15931000000.000000,-0.000001
15932000000.000000,-0.000002
15933000000.000000,-0.000002
15934000000.000000,-0.000002
15935000000.000000,-0.000002
15936000000.000000,-0.000001
15937000000.000000,-0.000001
15938000000.000000,-0.000001
15939000000.000000,-0.000001
15940000000.000000,-0.000001
15941000000.000000,-0.000002
15942000000.000000,-0.000001
15943000000.000000,-0.000000
15944000000.000000,-0.000000
15945000000.000000,0.000000
15946000000.000000,0.000000
15947000000.000000,0.000001
15948000000.000000,0.000001
15949000000.000000,0.000001
15950000000.000000,0.000001
15951000000.000000,0.000002
15952000000.000000,0.000002
15953000000.000000,0.000002
15954000000.000000,0.000001
15955000000.000000,0.000002
15956000000.000000,0.000001
15957000000.000000,0.000001
15958000000.000000,0.000001
15959000000.000000,0.000001
15960000000.000000,-0.000000
15961000000.000000,-0.000001
15962000000.000000,-0.000001
15963000000.000000,0.000000
15964000000.000000,-0.000001
15965000000.000000,-0.000001
15966000000.000000,-0.000002
15967000000.000000,-0.000001
15968000000.000000,-0.000000
15969000000.000000,-0.000001
15970000000.000000,-0.000000
15971000000.000000,-0.000001
15972000000.000000,-0.000000
15973000000.000000,-0.000001
15974000000.000000,-0.000002
15975000000.000000,-0.000001
15976000000.000000,-0.000002
15977000000.000000,-0.000002
15978000000.000000,-0.000001
15979000000.000000,-0.000002
15980000000.000000,-0.000001
15981000000.000000,-0.000001
15982000000.000000,-0.000002
15983000000.000000,-0.000002
15984000000.000000,-0.000002
15985000000.000000,-0.000002
15986000000.000000,-0.000003
15987000000.000000,-0.000003
15988000000.000000,-0.000003
15989000000.000000,-0.000003
15990000000.000000,-0.000003
15991000000.000000,-0.000004
15992000000.000000,-0.000004
15993000000.000000,-0.000004
15994000000.000000,-0.000003
15995000000.000000,-0.000003
15996000000.000000,-0.000003
15997000000.000000,-0.000003
15998000000.000000,-0.000002
15999000000.000000,-0.000002
16000000000.000000,-0.000002
16001000000.000000,-0.000002
16002000000.000000,-0.000002
16003000000.000000,-0.000002
16004000000.000000,-0.000001
16005000000.000000,-0.000001
16006000000.000000,-0.000002
16007000000.000000,-0.000002
16008000000.000000,-0.000003
16009000000.000000,-0.000003
16010000000.000000,-0.000004
16011000000.000000,-0.000003
16012000000.000000,-0.000003
16013000000.000000,-0.000004
16014000000.000000,-0.000004
16015000000.000000,-0.000004
16016000000.000000,-0.000005
16017000000.000000,-0.000006
16018000000.000000,-0.000006
16019000000.000000,-0.000006
16020000000.000000,-0.000005
16021000000.000000,-0.000005
16022000000.000000,-0.000006
16023000000.000000,-0.000007
16024000000.000000,-0.000007
16025000000.000000,-0.000007
16026000000.000000,-0.000008
16027000000.000000,-0.000008
16028000000.000000,-0.000007
16029000000.000000,-0.000008
16030000000.000000,-0.000008
16031000000.000000,-0.000008
16032000000.000000,-0.000008
16033000000.000000,-0.000009
16034000000.000000,-0.000010
16035000000.000000,-0.000009
16036000000.000000,-0.000009
16037000000.000000,-0.000009
16038000000.000000,-0.000009
16039000000.000000,-0.000008
16040000000.000000,-0.000008
16041000000.000000,-0.000008
16042000000.000000,-0.000008
16043000000.000000,-0.000008
16044000000.000000,-0.000008
16045000000.000000,-0.000008
16046000000.000000,-0.000007
16047000000.000000,-0.000006
16048000000.000000,-0.000006
16049000000.000000,-0.000007
16050000000.000000,-0.000006
16051000000.000000,-0.000006
16052000000.000000,-0.000006
16053000000.000000,-0.000005
16054000000.000000,-0.000005
16055000000.000000,-0.000004
16056000000.000000,-0.000005
16057000000.000000,-0.000005
16058000000.000000,-0.000005
16059000000.000000,-0.000005
16060000000.000000,-0.000005
16061000000.000000,-0.000004
16062000000.000000,-0.000004
16063000000.000000,-0.000003
16064000000.000000,-0.000004
16065000000.000000,-0.000003
16066000000.000000,-0.000003
16067000000.000000,-0.000003
16068000000.000000,-0.000003
16069000000.000000,-0.000004
16070000000.000000,-0.000003
16071000000.000000,-0.000003
16072000000.000000,-0.000004
16073000000.000000,-0.000004
16074000000.000000,-0.000004
16075000000.000000,-0.000004
16076000000.000000,-0.000004
16077000000.000000,-0.000004
16078000000.000000,-0.000003
16079000000.000000,-0.000003
16080000000.000000,-0.000002
16081000000.000000,-0.000002
16082000000.000000,-0.000001
16083000000.000000,0.000001
16084000000.000000,0.000001
16085000000.000000,0.000001
16086000000.000000,0.000000
16087000000.000000,0.000001
16088000000.000000,0.000000
16089000000.000000,-0.000000
16090000000.000000,0.000002
16091000000.000000,0.000002
16092000000.000000,0.000002
16093000000.000000,0.000002
16094000000.000000,0.000002
16095000000.000000,0.000003
16096000000.000000,0.000003
16097000000.000000,0.000003
16098000000.000000,0.000002
16099000000.000000,0.000003
16100000000.000000,0.000003
16101000000.000000,0.000004
16102000000.000000,0.000003
16103000000.000000,0.000002
16104000000.000000,0.000003
16105000000.000000,0.000003
16106000000.000000,0.000004
16107000000.000000,0.000004
16108000000.000000,0.000003
16109000000.000000,0.000002
16110000000.000000,0.000002
16111000000.000000,0.000002
16112000000.000000,0.000002
16113000000.000000,0.000002
16114000000.000000,0.000001
16115000000.000000,0.000000
16116000000.000000,0.000000
16117000000.000000,0.000000
16118000000.000000,0.000001
16119000000.000000,0.000000
16120000000.000000,0.000001
16121000000.000000,-0.000000
16122000000.000000,0.000000
16123000000.000000,0.000000
16124000000.000000,0.000000
16125000000.000000,-0.000001
16126000000.000000,-0.000001
16127000000.000000,-0.000001
16128000000.000000,-0.000001
16129000000.000000,-0.000000
16130000000.000000,0.000000
16131000000.000000,0.000001
16132000000.000000,0.000001
16133000000.000000,0.000001
16134000000.000000,0.000002
16135000000.000000,0.000002
16136000000.000000,0.000002
16137000000.000000,0.000002
16138000000.000000,0.000002
16139000000.000000,0.000003
16140000000.000000,0.000003
16141000000.000000,0.000003
16142000000.000000,0.000003
16143000000.000000,0.000003
16144000000.000000,0.000003
16145000000.000000,0.000003
16146000000.000000,0.000002
16147000000.000000,0.000002
16148000000.000000,0.000003
16149000000.000000,0.000003
16150000000.000000,0.000004
16151000000.000000,0.000003
16152000000.000000,0.000004
16153000000.000000,0.000004
16154000000.000000,0.000003
16155000000.000000,0.000004
16156000000.000000,0.000005
16157000000.000000,0.000005
16158000000.000000,0.000005
16159000000.000000,0.000005
16160000000.000000,0.000005
16161000000.000000,0.000006
16162000000.000000,0.000006
16163000000.000000,0.000007
16164000000.000000,0.000007
16165000000.000000,0.000007
16166000000.000000,0.000007
16167000000.000000,0.000007
16168000000.000000,0.000006
16169000000.000000,0.000005
16170000000.000000,0.000005
16171000000.000000,0.000006
16172000000.000000,0.000006
16173000000.000000,0.000006
16174000000.000000,0.000006
16175000000.000000,0.000006
16176000000.000000,0.000006
16177000000.000000,0.000006
16178000000.000000,0.000006
16179000000.000000,0.000006
16180000000.000000,0.000006
16181000000.000000,0.000005
16182000000.000000,0.000005
16183000000.000000,0.000006
16184000000.000000,0.000006
16185000000.000000,0.000006
16186000000.000000,0.000005
16187000000.000000,0.000006
16188000000.000000,0.000005
16189000000.000000,0.000005
16190000000.000000,0.000004
16191000000.000000,0.000004
16192000000.000000,0.000004
16193000000.000000,0.000004
16194000000.000000,0.000005
16195000000.000000,0.000005
16196000000.000000,0.000006
16197000000.000000,0.000005
16198000000.000000,0.000005
16199000000.000000,0.000005
16200000000.000000,0.000005
16201000000.000000,0.000005
16202000000.000000,0.000006
16203000000.000000,0.000005
16204000000.000000,0.000004
16205000000.000000,0.000003
16206000000.000000,0.000002
16207000000.000000,0.000002
16208000000.000000,0.000002
16209000000.000000,0.000002
16210000000.000000,0.000001
16211000000.000000,0.000001
16212000000.000000,0.000002
16213000000.000000,0.000002
16214000000.000000,0.000001
16215000000.000000,0.000001
16216000000.000000,0.000000
16217000000.000000,0.000000
16218000000.000000,0.000001
16219000000.000000,0.000001
16220000000.000000,0.000000
16221000000.000000,0.000001
16222000000.000000,0.000000
16223000000.000000,0.000000
16224000000.000000,0.000000
16225000000.000000,0.000000
16226000000.000000,-0.000001
16227000000.000000,-0.000001
16228000000.000000,-0.000002
16229000000.000000,-0.000002
16230000000.000000,-0.000001
16231000000.000000,-0.000001
16232000000.000000,-0.000001
16233000000.000000,-0.000001
16234000000.000000,-0.000001
16235000000.000000,-0.000001
16236000000.000000,-0.000000
16237000000.000000,-0.000001
16238000000.000000,-0.000001
16239000000.000000,-0.000000
16240000000.000000,-0.000000
16241000000.000000,0.000000
16242000000.000000,0.000000
16243000000.000000,0.000001
16244000000.000000,-0.000000
16245000000.000000,-0.000000
16246000000.000000,-0.000001
16247000000.000000,-0.000002
16248000000.000000,-0.000001
16249000000.000000,-0.000000
16250000000.000000,0.000000
16251000000.000000,0.000001
16252000000.000000,-0.000000
16253000000.000000,0.000000
16254000000.000000,0.000001
16255000000.000000,0.000002
16256000000.000000,0.000001
16257000000.000000,0.000002
16258000000.000000,0.000002
16259000000.000000,0.000002
16260000000.000000,0.000002
16261000000.000000,0.000003
16262000000.000000,0.000002
16263000000.000000,0.000001
16264000000.000000,0.000002
16265000000.000000,0.000001
16266000000.000000,0.000001
16267000000.000000,0.000001
16268000000.000000,0.000001
16269000000.000000,0.000003
16270000000.000000,0.000003
16271000000.000000,0.000003
16272000000.000000,0.000003
16273000000.000000,0.000003
16274000000.000000,0.000003
16275000000.000000,0.000004
16276000000.000000,0.000004
16277000000.000000,0.000004
16278000000.000000,0.000003
16279000000.000000,0.000003
16280000000.000000,0.000004
16281000000.000000,0.000004
16282000000.000000,0.000004
16283000000.000000,0.000004
16284000000.000000,0.000004
16285000000.000000,0.000004
16286000000.000000,0.000005
16287000000.000000,0.000005
16288000000.000000,0.000006
16289000000.000000,0.000006
16290000000.000000,0.000005
16291000000.000000,0.000005
16292000000.000000,0.000005
16293000000.000000,0.000004
16294000000.000000,0.000005
16295000000.000000,0.000005
16296000000.000000,0.000005
16297000000.000000,0.000004
16298000000.000000,0.000004
16299000000.000000,0.000004
16300000000.000000,0.000003
16301000000.000000,0.000003
16302000000.000000,0.000003
16303000000.000000,0.000003
16304000000.000000,0.000003
16305000000.000000,0.000003
16306000000.000000,0.000003
16307000000.000000,0.000003
16308000000.000000,0.000003
16309000000.000000,0.000003
16310000000.000000,0.000003
16311000000.000000,0.000002
16312000000.000000,0.000004
16313000000.000000,0.000005
16314000000.000000,0.000004
16315000000.000000,0.000004
16316000000.000000,0.000003
16317000000.000000,0.000003
16318000000.000000,0.000003
16319000000.000000,0.000003
16320000000.000000,0.000003
16321000000.000000,0.000002
16322000000.000000,0.000002
16323000000.000000,0.000002
16324000000.000000,0.000002
16325000000.000000,0.000001
16326000000.000000,0.000001
16327000000.000000,-0.000001
16328000000.000000,-0.000002
16329000000.000000,-0.000003
16330000000.000000,-0.000002
16331000000.000000,-0.000002
16332000000.000000,-0.000001
16333000000.000000,-0.000002
16334000000.000000,-0.000002
16335000000.000000,-0.000002
16336000000.000000,-0.000002
16337000000.000000,-0.000001
16338000000.000000,-0.000001
16339000000.000000,-0.000001
16340000000.000000,-0.000002
16341000000.000000,-0.000002
16342000000.000000,-0.000003
16343000000.000000,-0.000003
16344000000.000000,-0.000004
16345000000.000000,-0.000004
16346000000.000000,-0.000004
16347000000.000000,-0.000005
16348000000.000000,-0.000004
16349000000.000000,-0.000004
16350000000.000000,-0.000003
16351000000.000000,-0.000003
16352000000.000000,-0.000003
16353000000.000000,-0.000003
16354000000.000000,-0.000004
16355000000.000000,-0.000005
16356000000.000000,-0.000005
16357000000.000000,-0.000006
16358000000.000000,-0.000005
16359000000.000000,-0.000005
16360000000.000000,-0.000005
16361000000.000000,-0.000006
16362000000.000000,-0.000005
16363000000.000000,-0.000004
16364000000.000000,-0.000004
16365000000.000000,-0.000005
16366000000.000000,-0.000005
16367000000.000000,-0.000004
16368000000.000000,-0.000004
16369000000.000000,-0.000005
16370000000.000000,-0.000006
16371000000.000000,-0.000005
16372000000.000000,-0.000005
16373000000.000000,-0.000004
16374000000.000000,-0.000003
16375000000.000000,-0.000003
16376000000.000000,-0.000003
16377000000.000000,-0.000003
16378000000.000000,-0.000002
16379000000.000000,-0.000002
16380000000.000000,-0.000003
16381000000.000000,-0.000003
16382000000.000000,-0.000002
16383000000.000000,-0.000002
16384000000.000000,-0.000003
16385000000.000000,-0.000004
16386000000.000000,-0.000004
16387000000.000000,-0.000005
16388000000.000000,-0.000005
16389000000.000000,-0.000005
16390000000.000000,-0.000006
16391000000.000000,-0.000005
16392000000.000000,-0.000005
16393000000.000000,-0.000005
16394000000.000000,-0.000004
16395000000.000000,-0.000004
16396000000.000000,-0.000004
16397000000.000000,-0.000004
16398000000.000000,-0.000004
16399000000.000000,-0.000005
16400000000.000000,-0.000004
16401000000.000000,-0.000004
16402000000.000000,-0.000004
16403000000.000000,-0.000003
16404000000.000000,-0.000003
16405000000.000000,-0.000002
16406000000.000000,-0.000001
16407000000.000000,-0.000001
16408000000.000000,-0.000001
16409000000.000000,-0.000000
16410000000.000000,0.000000
16411000000.000000,0.000001
16412000000.000000,0.000001
16413000000.000000,0.000000
16414000000.000000,0.000000
16415000000.000000,0.000000
16416000000.000000,0.000000
16417000000.000000,0.000001
16418000000.000000,0.000002
16419000000.000000,0.000002
16420000000.000000,0.000002
16421000000.000000,0.000002
16422000000.000000,0.000002
16423000000.000000,0.000001
16424000000.000000,0.000002
16425000000.000000,0.000002
16426000000.000000,0.000002
16427000000.000000,0.000002
16428000000.000000,0.000002
16429000000.000000,0.000001
16430000000.000000,0.000002
16431000000.000000,0.000002
16432000000.000000,0.000002
16433000000.000000,0.000001
16434000000.000000,0.000002
16435000000.000000,0.000002
16436000000.000000,0.000001
16437000000.000000,0.000001
16438000000.000000,0.000002
16439000000.000000,0.000000
16440000000.000000,0.000000
16441000000.000000,0.000000
16442000000.000000,0.000001
16443000000.000000,0.000001
16444000000.000000,0.000001
16445000000.000000,0.000001
16446000000.000000,0.000001
16447000000.000000,0.000000
16448000000.000000,0.000000
16449000000.000000,0.000001
16450000000.000000,-0.000000
16451000000.000000,-0.000001
16452000000.000000,-0.000001
